row_index,customerID,churn,split
418,0578-SKVMF,1,development
419,5564-NEMQO,1,development
420,2233-FAGXV,0,holdout
421,5605-IYGFG,0,development
422,7663-ZTEGJ,0,development
423,3935-TBRZZ,0,development
424,8111-BKVDS,0,development
425,2055-SIFSS,0,development
426,2806-MLNTI,0,development
427,8734-DKSTZ,0,development
428,4360-PNRQB,0,development
429,6152-ONASV,0,development
430,9063-ZGTUY,1,holdout
431,7781-HVGMK,0,development
432,2181-UAESM,0,development
433,2957-LOLHO,1,development
434,6048-NJXHX,0,development
435,2320-SLKMB,0,development
436,4980-URKXC,0,holdout
437,4376-KFVRS,0,development
438,5886-VLQVU,0,development
439,3577-AMVUX,0,development
440,0771-WLCLA,0,development
441,5628-RKIFK,0,development
442,0206-TBWLC,0,holdout
443,2937-FTHUR,0,development
444,1910-FMXJM,0,development
445,7752-XUSCI,1,development
446,4110-PFEUZ,1,holdout
447,0732-OCQOC,0,holdout
448,5168-MSWXT,0,development
449,1090-ESELR,0,holdout
450,8592-PLTMQ,0,development
451,5760-WRAHC,0,holdout
452,8847-GEOOQ,0,development
453,0256-LTHVJ,1,development
454,4785-FCIFB,0,holdout
455,8313-NDOIA,0,development
456,5149-CUZUJ,0,development
457,0942-KOWSM,0,development
458,4237-CLSMM,0,development
459,1452-VOQCH,0,development
460,4719-UMSIY,0,development
461,6614-VBEGU,0,development
462,0880-TKATG,1,development
463,3811-VBYBZ,1,development
464,1480-BKXGA,0,development
465,2996-XAUVF,0,development
466,9076-AXYIK,0,development
467,5968-XQIVE,0,development
468,8896-RAZCR,0,development
469,4640-UHDOS,1,development
470,4933-IKULF,0,development
471,3583-EKAPL,1,holdout
472,1304-BCCFO,0,development
473,4104-PVRPS,0,development
474,9399-APLBT,1,development
475,2359-KMGLI,1,development
476,3780-DDGSE,0,development
477,4431-EDMIQ,0,development
478,0306-JAELE,1,development
479,6227-HWPWX,1,development
480,0486-LGCCH,0,development
481,0447-BEMNG,1,development
482,4612-SSVHJ,0,development
483,5168-MQQCA,0,development
484,5949-XIKAE,1,development
485,7971-HLVXI,0,development
486,9094-AZPHK,0,development
487,3649-JPUGY,0,development
488,4472-LVYGI,0,development
489,8372-JUXUI,1,development
490,3552-CTCYF,0,development
491,6778-YSNIH,0,development
492,0388-EOPEX,1,development
493,5756-OZRIO,0,holdout
494,6579-JPICP,0,development
495,8205-OTCHB,1,development
496,4134-BSXLX,0,holdout
497,0505-SPOOW,0,development
498,6235-VDHOM,1,development
499,7783-YKGDV,1,development
500,4374-YMUSQ,0,development
501,4513-CXYIX,0,development
502,3957-HHLMR,0,holdout
503,7803-XOCCZ,0,development
504,5736-YEJAX,0,development
505,5609-CEBID,1,development
506,8981-FJGLA,0,holdout
507,7218-HKQFK,1,development
508,4636-QRJKY,1,development
509,1135-LMECX,0,development
510,4332-MUOEZ,0,development
511,8535-SFUTN,0,holdout
512,5956-VKDTT,1,development
513,8677-HDZEE,0,development
514,2475-MROZF,0,holdout
515,9412-GHEEC,1,development
516,3482-ABPKK,0,development
517,6705-LXORM,0,development
518,0257-ZESQC,1,holdout
519,7531-GQHME,0,development
520,5174-ITUMV,0,development
521,4109-CYRBD,0,holdout
522,0913-XWSCN,0,development
523,6825-UYPFK,1,holdout
524,8397-MVTAZ,1,holdout
525,0750-EBAIU,0,development
526,8606-CIQUL,0,development
527,3571-DPYUH,0,development
528,7601-GNDYK,0,development
529,0356-OBMAC,0,development
530,8067-NIOYM,0,development
531,1403-GYAFU,0,development
532,4234-XTNEA,0,development
533,1297-VQDRP,0,development
534,9282-IZGQK,1,development
535,5348-CAGXB,0,development
536,0621-HJWXJ,0,holdout
537,5844-QVTAT,0,development
538,8905-IAZPF,0,holdout
539,5394-MEITZ,0,holdout
540,6859-QNXIQ,0,development
541,2782-LFZVW,0,development
542,2866-IKBTM,0,development
543,1342-JPNKI,1,development
544,2817-NTQDO,1,development
545,7129-AZJDE,0,development
546,6986-IJDHX,1,development
547,2560-PPCHE,0,development
548,4676-MQUEA,0,development
549,8138-EALND,0,development
550,3580-HYCSP,0,development
551,1352-HNSAW,0,development
552,2075-PUEPR,0,development
553,1982-FEBTD,0,development
554,5301-GAUUY,1,development
555,5791-KAJFD,0,holdout
556,2654-VBVPB,0,development
557,1154-HYWWO,0,development
558,2501-XWWTZ,0,holdout
559,3716-UVSPD,0,development
560,6815-ABQFQ,0,development
561,7343-EOBEU,0,development
562,3701-SFMUH,0,development
563,6103-LIANB,0,development
564,7319-VENRZ,0,development
565,5846-NEQVZ,0,development
566,6967-QIQRV,0,development
567,5781-RFZRP,0,holdout
568,0939-YAPAF,1,holdout
569,0308-IVGOK,0,development
570,7293-LSCDV,0,development
571,7025-WCBNE,0,development
572,5756-JYOJT,0,development
573,4710-FDUIZ,1,development
574,6030-REHUX,0,development
575,9548-LIGTA,0,holdout
576,5150-LJNSR,0,development
577,8270-RKSAP,0,holdout
578,6522-YRBXD,0,development
579,2640-LYMOV,0,development
580,1218-VKFPE,1,development
581,3627-FHKBK,1,development
582,2865-TCHJW,1,development
583,1423-BMPBQ,0,holdout
584,2393-DIVAI,0,development
585,5192-EBGOV,1,development
586,4568-KNYWR,0,development
587,8752-IMQOS,0,development
588,0742-LAFQK,0,holdout
589,0795-LAFGP,0,holdout
590,0619-OLYUR,0,holdout
591,5512-IDZEI,0,development
592,0459-SPZHJ,0,development
593,0215-BQKGS,0,development
594,9244-ZVAPM,0,development
595,0719-SYFRB,1,development
596,8208-EUMTE,0,development
597,5172-MIGPM,0,development
598,1710-RCXUS,0,development
599,0374-FIUCA,0,development
600,5839-SUYVZ,0,development
601,5173-ZXXXL,0,development
602,1096-ADRUX,0,development
603,2001-MCUUW,0,development
604,2731-GJRDG,0,development
605,4723-BEGSG,0,development
606,6516-NKQBO,0,development
607,8672-OAUPW,0,development
608,8207-DMRVL,0,holdout
609,3419-SNJJD,1,holdout
610,6543-CPZMK,1,development
611,4765-OXPPD,1,development
612,2804-ETQDK,0,development
613,6689-VRRTK,0,development
614,7138-GIRSH,0,development
615,9396-ZSFLL,0,development
616,6464-KEXXH,0,development
617,7134-MJPDY,0,development
618,5240-CAOYT,0,development
619,4059-IIEBK,0,development
620,4881-JVQOD,0,development
621,0516-UXRMT,0,holdout
622,4851-BQDNX,0,development
623,5148-HKFIR,0,holdout
624,1009-IRMNA,1,development
625,3003-CMDUU,0,development
626,5016-IBERQ,0,development
627,6797-UCJHZ,0,development
628,2469-DTSGX,0,development
629,4554-YGZIH,1,development
630,5099-BAILX,1,holdout
631,9931-KGHOA,0,holdout
632,1775-KWJKQ,0,development
633,7665-VIGUD,0,development
634,9411-TPQQV,0,development
635,7207-RMRDB,1,development
636,7954-MLBUN,0,development
637,2077-DDHJK,0,holdout
638,4913-EHYUI,1,development
639,0195-IESCP,1,development
640,9574-BOSMD,0,holdout
641,4580-TMHJU,1,development
642,0970-ETWGE,1,development
643,4908-XAXAY,0,development
644,8404-VLQFB,0,development
645,1626-ERCMM,1,holdout
646,0887-HJGAR,1,development
647,2391-IPLOP,0,holdout
648,5644-PDMZC,1,development
649,3509-GWQGF,0,development
650,9576-ANLXO,1,development
651,2024-BASKD,1,development
652,5845-BZZIB,0,development
653,1140-UKVZG,0,development
654,4160-AMJTL,1,development
655,5183-SNMJQ,0,development
656,8100-PNJMH,0,development
657,7838-LAZFO,0,development
658,4464-JCOLN,1,development
659,2085-JVGAD,0,development
660,5650-VDUDS,1,holdout
661,8095-WANWK,0,holdout
662,3030-ZKIWL,0,development
663,9565-FLVCG,0,holdout
664,8755-OGKNA,0,development
665,2800-VEQXM,0,holdout
666,7538-GWHML,1,holdout
667,5533-RJFTJ,0,development
668,3859-CVCET,1,development
669,0214-JHPFW,0,development
670,5642-MHDQT,0,development
671,3088-FVYWK,0,development
672,3276-HDUEG,1,development
673,9092-GDZKO,0,holdout
674,0823-HSCDJ,1,holdout
675,3729-OWRVL,0,holdout
676,2324-AALNO,0,development
677,0822-GAVAP,1,holdout
678,5760-IFJOZ,0,development
679,2826-UWHIS,0,holdout
680,1448-PWKYE,1,holdout
681,7501-IWUNG,0,development
682,4957-TREIR,0,holdout
683,7251-LJBQN,0,development
684,8040-MNRTF,0,development
685,1536-HBSWP,0,development
686,5313-FPXWG,0,development
687,0067-DKWBL,1,development
688,0946-FKYTX,0,development
689,5076-YVXCM,0,holdout
690,8262-COGGB,0,development
691,6663-JOCQO,0,development
692,9620-QJREV,0,development
693,2276-YDAVZ,1,development
694,2682-KEVRP,0,development
695,2480-JZOSN,0,development
696,0078-XZMHT,0,holdout
697,5896-NPFWW,1,development
698,9978-HYCIN,0,development
699,8338-QIUNR,0,development
700,1525-LNLOJ,0,development
701,9450-TRJUU,0,development
702,1766-GKNMI,0,holdout
703,6942-LBFDP,0,holdout
704,1456-TWCGB,0,holdout
705,7133-VBDCG,1,holdout
706,7596-ZYWBB,0,development
707,8329-UTMVM,0,holdout
708,3014-WJKSM,0,development
709,3347-YJZZE,0,development
710,1029-QFBEN,1,development
711,7929-DMBCV,0,development
712,9661-JALZV,0,holdout
713,5433-KYGHE,0,development
714,4312-KFRXN,0,holdout
715,5575-TPIZQ,0,development
716,0114-IGABW,0,holdout
717,9944-AEXBM,0,holdout
718,1853-ARAAQ,0,development
719,6952-OMNWB,0,development
720,4697-LUPSU,0,holdout
721,8434-VGEQQ,0,development
722,4952-YSOGZ,1,development
723,1589-AGTLK,1,holdout
724,5244-IRFIH,1,development
725,6549-YMFAW,0,development
726,4950-HKQTE,0,holdout
727,6786-OBWQR,0,development
728,2684-EIWEO,1,development
729,2753-JMMCV,0,development
730,6439-GTPCA,1,development
731,6621-YOBKI,0,development
732,1216-JWVUX,0,holdout
733,7564-GHCVB,0,holdout
734,1173-NOEYG,0,development
735,7595-EHCDL,0,holdout
736,6647-ZEDXT,0,development
737,2521-NPUZR,0,development
738,1307-TVUFB,0,development
739,7503-MIOGA,0,development
740,4381-MHQDC,0,development
741,6923-JHPMP,0,development
742,5138-WVKYJ,1,development
743,4018-PPNDW,0,development
744,1635-FJFCC,0,development
745,2499-AJYUA,0,development
746,6919-ELBGL,0,development
747,3966-HRMZA,0,development
748,6425-JWTDV,0,development
749,8405-IGQFX,0,development
750,8224-IVVPA,0,development
751,9477-LGWQI,0,development
752,1410-RSCMR,0,development
753,3115-CZMZD,0,development
754,0139-IVFJG,0,development
755,6683-VLCTZ,1,development
756,5730-DBDSI,0,development
757,0030-FNXPP,0,holdout
758,2189-WWOEW,1,development
759,5684-FJVYR,0,development
760,4013-GUXND,0,holdout
761,1894-IGFSG,1,development
762,7379-POKDZ,1,holdout
763,1266-NZYUI,0,development
764,7969-FFOWG,0,development
765,4718-DHSMV,0,development
766,5175-WLYXL,0,development
767,7817-OMJNA,0,development
768,8728-SKJLR,0,development
769,3137-NYQQI,0,development
770,7706-DZNKK,0,holdout
771,0236-HFWSV,1,development
772,3900-AQPHZ,1,holdout
773,5842-POCOP,1,holdout
774,2037-XJFUP,1,development
775,8823-RLPWL,0,development
776,9505-SQFSW,0,development
777,7314-OXENN,1,development
778,3758-CKOQL,0,development
779,0322-CHQRU,1,development
780,5676-CFLYY,0,development
781,7521-AFHAB,0,holdout
782,0285-INHLN,0,development
783,4678-DVQEO,1,development
784,5125-CNDSP,0,development
785,0691-IFBQW,1,holdout
786,4992-LTJNE,0,holdout
787,2202-OUTMO,0,holdout
788,0810-BDHAW,0,holdout
789,0229-LFJAF,0,development
790,7131-ZQZNK,0,development
791,3442-ZHHCC,0,holdout
792,5726-CVNYA,0,holdout
793,9871-ELEYA,0,holdout
794,4257-GAESD,0,development
795,5173-WXOQV,0,holdout
796,2040-OBMLJ,0,development
797,6286-ZHAOK,0,development
798,3807-XHCJH,0,development
799,3009-JWMPU,1,holdout
800,5671-RQRLP,0,development
801,1450-GALXR,1,development
802,8859-AXJZP,0,development
803,3174-AKMAS,0,development
804,3138-BKYAV,1,development
805,9926-PJHDQ,0,development
806,7382-DFJTU,0,development
807,2798-NYLMZ,0,development
808,4289-DTDKW,1,development
809,1820-TQVEV,1,development
810,2239-JALAW,1,development
811,4853-RULSV,1,development
812,8098-TDCBU,0,development
813,3551-GAEGL,0,development
814,4785-NKHCX,0,development
815,3196-NVXLZ,0,development
816,6275-YDUVO,1,development
817,0036-IHMOT,0,development
818,0115-TFERT,1,development
819,4178-EGMON,0,development
820,4220-TINQT,0,development
821,5318-YKDPV,0,development
822,7975-TZMLR,0,development
823,0295-QVKPB,0,holdout
824,4335-BSMJS,0,holdout
825,2311-QYMUQ,1,development
826,3643-AHCFP,1,development
827,9146-JRIOX,0,development
828,3104-OWCGK,1,development
829,5337-IIWKZ,0,development
830,9101-BWFSS,1,development
831,9650-VBUOG,0,holdout
832,3487-EARAT,0,development
833,2672-TGEFF,0,development
834,9231-ZJYAM,1,development
835,4250-WAROZ,0,development
836,8184-WMOFI,0,development
837,6982-SSHFK,1,development
838,6092-QZVPP,0,development
839,4625-LAMOB,0,development
840,0727-BMPLR,1,development
841,0392-BZIUW,0,development
842,1038-ZAGBI,1,development
843,6549-NNDYT,0,holdout
844,3027-ZTDHO,1,development
845,0422-OHQHQ,0,development
846,6916-HIJSE,0,development
847,2316-ESMLS,0,development
848,9778-OGKQZ,0,development
849,7408-OFWXJ,0,development
850,6007-TCTST,0,holdout
851,2252-NKNSI,0,development
852,8713-IGZSO,0,development
853,7905-TVXTA,0,holdout
854,7695-PKLCZ,0,holdout
855,2382-BCKQJ,1,development
856,8374-UULRV,0,development
857,2207-NHRJK,1,development
858,3224-DFQNQ,0,development
859,5275-PMFUT,0,development
860,4795-UXVCJ,0,holdout
861,9777-IQHWP,0,development
862,0947-MUGVO,1,development
863,9944-HKVVB,1,development
864,4124-MMETB,1,development
865,3671-SHRSP,1,development
866,0979-MOZQI,0,development
867,2732-ISEZX,0,development
868,3313-QKNKB,1,holdout
869,0323-XWWTN,0,holdout
870,1937-OTUKY,0,development
871,1573-LGXBA,0,development
872,1764-VUUMT,0,development
873,5073-WXOYN,1,development
874,4713-ZBURT,0,development
875,3050-GBUSH,0,development
876,0207-MDKNV,1,holdout
877,7876-AEHIG,0,development
878,7945-HLKEA,0,holdout
879,9342-VNIMQ,0,development
880,9851-KIELU,1,development
881,3523-BRGUW,0,development
882,3908-BLSYF,1,development
883,3199-NPKCN,0,development
884,5170-PTRKA,0,development
885,4661-NJEUX,0,development
886,2123-AGEEN,0,development
887,1258-YMZNM,0,development
888,0048-LUMLS,0,holdout
889,7549-MYGPK,1,holdout
890,5898-IGSLP,0,development
891,3804-RVTGV,1,development
892,6259-WJQLC,0,development
893,9227-LUNBG,1,development
894,7997-EASSD,0,development
895,0730-KOAVE,0,holdout
896,8975-SKGRX,0,development
897,0678-RLHVP,0,development
898,4315-MURBD,1,development
899,2267-FPIMA,0,development
900,1051-GEJLJ,0,development
901,9734-YWGEX,1,development
902,2719-BDAQO,1,development
903,5285-MVEHD,0,development
